Ticker,Market Cap,EY,ROC,Sector,EY_rank,ROC_rank,Score
URI,60491685888.0,0.0409387552847157,0.08681,Industrials,1097.0,464.0,1561.0
DEO,49988182016.0,0.046539773352404,0.075500004,Consumer Defensive,944.0,618.0,1562.0
PAG,10878828544.0,0.0861336891908285,0.04832,Consumer Cyclical,413.0,1150.0,1563.0
MSGY,41963752.0,0.031578947368421,0.13194,Industrials,1374.0,191.0,1565.0
AEM,99947429888.0,0.0352493181701229,0.106300004,Basic Materials,1260.0,305.0,1565.0
SUZ,11877082112.0,0.10351966873706,0.045100003,Basic Materials,318.0,1248.0,1566.0
JVA,22092282.0,0.0833333333333333,0.04874,Consumer Defensive,430.0,1138.0,1568.0
FTNT,60021620736.0,0.0308924485125858,0.13884,Technology,1398.0,170.0,1568.0
RELX,76637863936.0,0.0324994154781388,0.12376001,Industrials,1350.0,218.0,1568.0
CVCO,5365472256.0,0.0358329763821396,0.103199996,Consumer Cyclical,1245.0,323.0,1568.0
AWI,8622683136.0,0.0351796784436268,0.10619,Industrials,1263.0,306.0,1569.0
WLY,1644026496.0,0.0585839598997493,0.061550003,Communication Services,725.0,846.5,1571.5
SU,58589171712.0,0.0660518979197941,0.05562,Energy,616.0,957.0,1573.0
WLYB,1683445248.0,0.0583461518060786,0.061550003,Communication Services,728.0,846.5,1574.5
GOLF,5176275456.0,0.0419318181818181,0.083380006,Consumer Cyclical,1075.0,502.0,1577.0
LKQ,8573008896.0,0.0813253012048192,0.049089998,Consumer Cyclical,453.0,1125.0,1578.0
VRSK,31029299200.0,0.028956498532159,0.15722,Industrials,1458.0,122.0,1580.0
COLM,3031523072.0,0.0608903605592347,0.05861,Consumer Cyclical,686.0,896.0,1582.0
MAT,6994961920.0,0.0615097856477166,0.058119997,Consumer Cyclical,674.0,909.0,1583.0
QCOM,178347917312.0,0.0296003072287377,0.14713,Technology,1435.0,148.0,1583.0
LEG,1667220736.0,0.1315359477124183,0.04083,Consumer Cyclical,231.0,1354.0,1585.0
TXRH,12608339968.0,0.0348348667765782,0.10455,Consumer Cyclical,1270.0,315.0,1585.0
ATR,8136244224.0,0.0497083033645009,0.06841,Healthcare,869.0,718.0,1587.0
KBR,5670320128.0,0.0720252878753669,0.05175,Industrials,538.0,1049.5,1587.5
PRTH,472398944.0,0.0904436860068259,0.04626,Technology,376.0,1212.0,1588.0
AER,25726531584.0,0.1457289927657206,0.0401,Industrials,213.0,1375.0,1588.0
WS,1862523136.0,0.0668651867893882,0.05444,Basic Materials,602.0,988.0,1590.0
WTS,9673347072.0,0.0336762354903732,0.11089,Industrials,1308.0,282.5,1590.5
RL,22201149440.0,0.0373021335168616,0.09596,Consumer Cyclical,1211.0,380.0,1591.0
ODFL,36075360256.0,0.0286915941694993,0.15888,Industrials,1471.0,120.0,1591.0
WFCF,57108344.0,0.0460176991150442,0.07474,Industrials,959.0,632.0,1591.0
MTD,30585042944.0,0.0268701532852096,0.20481001,Healthcare,1533.0,58.0,1591.0
DELL,80196157440.0,0.0620901469245455,0.057490002,Technology,668.0,923.5,1591.5
MSFT,3498568581120.0,0.0294857286558531,0.14656,Technology,1442.0,150.0,1592.0
OPRA,1207559296.0,0.066420664206642,0.05473,Communication Services,611.0,982.5,1593.5
LAD,8228035072.0,0.1045082585983029,0.04417,Consumer Cyclical,315.0,1279.0,1594.0
CUK,40695705600.0,0.0644338118022328,0.05562,Consumer Cyclical,638.0,957.0,1595.0
ORLY,80060039168.0,0.0301255230125523,0.13656001,Consumer Cyclical,1419.0,178.0,1597.0
CXT,2860192000.0,0.0533227218463987,0.06475,Industrials,822.0,776.0,1598.0
LNTH,4476734464.0,0.0357142857142857,0.09929,Healthcare,1250.0,349.0,1599.0
BWMX,605274304.0,0.0280487804878048,0.16344,Consumer Cyclical,1488.0,111.0,1599.0
ALG,2288119808.0,0.0511934506405826,0.06644,Industrials,853.0,748.0,1601.0
TBCH,266795392.0,0.0652971386647102,0.055159997,Technology,628.0,973.0,1601.0
CCL,40675647488.0,0.0639038279025624,0.05562,Consumer Cyclical,646.0,957.0,1603.0
PNRG,295748160.0,0.0574094401756311,0.06107,Energy,745.0,860.0,1605.0
PNR,16924263424.0,0.0381257275902211,0.091120005,Industrials,1179.0,426.0,1605.0
NSSC,1408384256.0,0.0289957567185289,0.14635,Industrials,1455.0,151.0,1606.0
BKR,48322318336.0,0.0604796663190823,0.057729997,Energy,691.0,915.5,1606.5
NMM,1629797376.0,0.1574959408262673,0.038829997,Industrials,193.0,1414.0,1607.0
YDDL,298649984.0,0.0273224043715847,0.17701,Industrials,1520.0,90.0,1610.0
SCCO,142825668608.0,0.0263636363636363,0.19996999,Basic Materials,1548.0,62.0,1610.0
T,166603980800.0,0.1293176074136478,0.040209997,Communication Services,238.0,1372.5,1610.5
ROST,62843469824.0,0.0332882554873608,0.10819,Consumer Cyclical,1318.0,294.0,1612.0
QGEN,9723150336.0,0.0412698412698412,0.08193,Healthcare,1088.0,526.0,1614.0
GLPI,12755186688.0,0.0620275678079146,0.05625,Real Estate,669.0,946.0,1615.0
SKY,5386742784.0,0.0404977852773676,0.08344,Consumer Cyclical,1118.0,500.0,1618.0
CENTA,1877779584.0,0.0864406779661016,0.046329997,Consumer Defensive,409.0,1209.5,1618.5
RMAX,407464672.0,0.0799492385786802,0.04818,Real Estate,462.0,1157.0,1619.0
BJ,12570590208.0,0.0472046987165542,0.06962,Consumer Defensive,926.0,695.0,1621.0
FSS,7138318848.0,0.0326663246109115,0.11179,Industrials,1344.0,277.0,1621.0
AMAT,242872369152.0,0.0281864340580653,0.15045999,Technology,1482.0,139.0,1621.0
CTLP,797404032.0,0.07380073800738,0.049650002,Technology,517.0,1105.0,1622.0
HDSN,317394912.0,0.0695770804911323,0.05171,Basic Materials,569.0,1053.0,1622.0
MSI,65142120448.0,0.0323358572762161,0.11384,Technology,1357.0,265.0,1622.0
STNG,3110426112.0,0.1090478791188785,0.041950002,Energy,294.0,1329.0,1623.0
AUPH,1976289920.0,0.0366492146596858,0.09413999,Healthcare,1229.0,396.0,1625.0
PTC,20230950912.0,0.035466371113574,0.096920006,Technology,1256.0,369.5,1625.5
BWLP,2151631360.0,0.0809037900874635,0.04753,Industrials,455.0,1172.0,1627.0
NOMD,1790807168.0,0.1254152823920266,0.04002,Consumer Defensive,250.0,1377.0,1627.0
VRTX,116573143040.0,0.0308951562126837,0.12039,Healthcare,1397.0,231.0,1628.0
FAST,48699674624.0,0.0254196642685851,0.205,Industrials,1573.0,56.0,1629.0
WSO,15232834560.0,0.0341619034959457,0.100209996,Industrials,1290.0,340.0,1630.0
ARTW,12055078.0,0.1652542372881356,0.03798,Industrials,188.0,1442.5,1630.5
DXC,2668870144.0,0.1331575477916941,0.039130002,Technology,230.0,1402.0,1632.0
DRI,24024606720.0,0.045554388310572,0.07198,Consumer Cyclical,970.0,664.0,1634.0
MGRC,2693745664.0,0.0536851683348498,0.06269,Industrials,815.0,821.0,1636.0
PFE,142995554304.0,0.0680648990898298,0.05189,Healthcare,592.0,1045.0,1637.0
VCIG,5026138.0,601.7764705882353,0.03145,Industrials,11.0,1627.0,1638.0
PSO,9203532800.0,0.0612386917188587,0.055570003,Communication Services,677.0,961.5,1638.5
MEOH,3649651968.0,0.0627632687447346,0.05446,Basic Materials,655.0,986.0,1641.0
BIIB,26157015040.0,0.0590960512848138,0.057490002,Healthcare,718.0,923.5,1641.5
GBX,1509638784.0,0.1180200449989772,0.0402,Industrials,268.0,1374.0,1642.0
REGN,80434921472.0,0.0543489583333333,0.06157,Healthcare,800.0,845.0,1645.0
ACHC,1135075584.0,0.0876795162509448,0.04516,Healthcare,399.0,1247.0,1646.0
SN,17815525376.0,0.0327457956015523,0.10604999,Consumer Cyclical,1338.0,308.0,1646.0
WHLR,3265370.0,33.34782608695652,0.03202,Real Estate,36.0,1610.5,1646.5
HUBB,25598763008.0,0.0338140754525461,0.09993,Industrials,1304.0,344.5,1648.5
NGD,8143461888.0,0.0293838862559241,0.12827,Basic Materials,1444.0,207.0,1651.0
BR,25821304832.0,0.0351089588377723,0.09519,Technology,1265.0,387.0,1652.0
DNOW,2493434112.0,0.0643491124260355,0.05313,Industrials,641.0,1012.0,1653.0
XPEL,1505992704.0,0.0313075506445672,0.11259,Consumer Cyclical,1382.0,272.0,1654.0
KNOP,381869760.0,0.1288167938931297,0.03885,Energy,241.0,1413.0,1654.0
PLUS,2365149696.0,0.055103884372177,0.06044,Technology,787.0,868.0,1655.0
AENT,839947264.0,0.0503875968992248,0.06404,Communication Services,866.0,789.5,1655.5
IBP,8407948800.0,0.0306631019572894,0.11474,Consumer Cyclical,1404.0,255.0,1659.0
RUSHB,4469179904.0,0.0591955032496047,0.05625,Consumer Cyclical,714.0,946.0,1660.0
UI,35513298944.0,0.0225541886350322,0.43840998,Technology,1650.0,11.0,1661.0
EPSN,123204248.0,0.0623556581986143,0.05368,Energy,663.0,1002.0,1665.0
CVE,33238417408.0,0.0751201923076923,0.047989998,Energy,506.0,1161.0,1667.0
BDL,59012072.0,0.0859498889946083,0.04496,Consumer Cyclical,415.0,1252.0,1667.0
RACE,64427655168.0,0.0277836691410392,0.1393,Consumer Cyclical,1500.0,168.0,1668.0
CMG,52844277760.0,0.0280118988596926,0.13583,Consumer Cyclical,1490.0,180.0,1670.0
DOCS,7786899456.0,0.0284997720018239,0.13098,Healthcare,1478.0,195.0,1673.0
CVI,2290087168.0,0.0746606334841628,0.047810003,Energy,508.0,1167.0,1675.0
NEXN,336519328.0,0.1858108108108108,0.03546,Communication Services,167.0,1508.0,1675.0
AMCR,20198150144.0,0.1753774680603949,0.03593,Consumer Cyclical,177.0,1499.0,1676.0
NVDA,4523916001280.0,0.0217908510868389,0.53528,Technology,1669.0,8.0,1677.0
UAL,37038862336.0,0.0865643160725127,0.04435,Industrials,408.0,1271.0,1679.0
HSY,39601905664.0,0.0346916584683891,0.09329,Consumer Defensive,1275.0,404.0,1679.0
INDV,4250830592.0,0.0283564814814814,0.13064,Healthcare,1480.0,199.0,1679.0
SKK,6290625.0,0.175438596491228,0.03565,Industrials,176.0,1503.0,1679.0
CHDN,7396713472.0,0.0518525502026963,0.06197,Consumer Cyclical,846.0,834.5,1680.5
NBR,906606592.0,0.1796228911677141,0.03532,Energy,171.0,1512.0,1683.0
CRAI,1450475648.0,0.0372990641651367,0.08642,Industrials,1212.0,471.0,1683.0
TJX,176000139264.0,0.0287714831317632,0.12331,Consumer Cyclical,1466.0,219.0,1685.0
TPL,22186389504.0,0.022220072239422,0.27351,Energy,1660.0,25.0,1685.0
CENT,2026344192.0,0.0785340314136125,0.046329997,Consumer Defensive,476.0,1209.5,1685.5
NFLX,382715035648.0,0.0267292959794217,0.14739999,Communication Services,1539.0,147.0,1686.0
APOG,745353856.0,0.0535356427139994,0.060500003,Industrials,820.0,867.0,1687.0
ETD,625471040.0,0.0766045548654244,0.04665,Consumer Cyclical,494.0,1197.5,1691.5
FLS,9787742208.0,0.0465872156013001,0.06625,Industrials,940.0,752.0,1692.0
STRL,9879350272.0,0.0331295923011899,0.097440004,Industrials,1326.0,366.0,1692.0
EGO,8264183808.0,0.0453639082751744,0.06802,Basic Materials,975.0,721.0,1696.0
ACI,9442596864.0,0.0894308943089431,0.042529996,Consumer Defensive,384.0,1312.0,1696.0
RUSHA,4656790016.0,0.0571477022214685,0.05625,Consumer Cyclical,750.0,946.0,1696.0
MU,380568436736.0,0.0304160522739757,0.10934,Technology,1408.0,289.0,1697.0
IRDM,2077710592.0,0.0577709611451942,0.05559,Communication Services,739.0,960.0,1699.0
STX,69379178496.0,0.0242627846211272,0.1699,Technology,1605.0,95.0,1700.0
DCBO,601768064.0,0.0338276181649675,0.093430005,Technology,1301.0,403.0,1704.0
CSX,66424193024.0,0.043725156161272,0.07007,Industrials,1017.0,688.5,1705.5
ACCL,41570704.0,0.0225806451612903,0.20497,Industrials,1649.0,57.0,1706.0
TTC,8647921664.0,0.0355460865664947,0.087460004,Industrials,1255.0,455.0,1710.0
PEP,196435197952.0,0.0372807017543859,0.08365,Consumer Defensive,1214.0,497.0,1711.0
VMD,281196768.0,0.0465753424657534,0.064899996,Healthcare,941.0,770.5,1711.5
SHEL,207636004864.0,0.0683784538096567,0.04901,Energy,587.0,1126.0,1713.0
SAH,2161422336.0,0.05807962529274,0.05473,Consumer Cyclical,731.0,982.5,1713.5
HON,141701316608.0,0.0454458293384467,0.066589996,Industrials,972.0,742.0,1714.0
PINS,18745661440.0,0.1062639821029082,0.038900003,Communication Services,305.0,1410.0,1715.0
UFPI,6005154816.0,0.0527498290514799,0.059120003,Basic Materials,832.0,884.0,1716.0
KLAC,189865377792.0,0.0223082686234831,0.20436001,Technology,1657.0,59.0,1716.0
SAM,2284651008.0,0.0411759073063295,0.07502,Consumer Defensive,1092.0,625.0,1717.0
KVUE,32589541376.0,0.0441176470588235,0.06858,Consumer Defensive,1005.0,714.0,1719.0
PPG,24283062272.0,0.0517353077279037,0.06034,Basic Materials,847.0,872.5,1719.5
FBIN,7147031040.0,0.0450252951096121,0.06686,Industrials,983.0,739.5,1722.5
KROS,594088320.0,0.0826271186440678,0.04395,Healthcare,439.0,1284.0,1723.0
SFWL,83388784.0,0.1428571428571428,0.03548,Industrials,218.0,1507.0,1725.0
MEDP,17138392064.0,0.0238647552610937,0.16518,Healthcare,1620.0,107.0,1727.0
AMGN,174629257216.0,0.0397493395588867,0.07706,Healthcare,1136.0,592.0,1728.0
BMI,5062908928.0,0.027326225018936,0.12609,Technology,1518.0,212.0,1730.0
LOCO,334149344.0,0.0784313725490196,0.04498,Consumer Cyclical,480.0,1251.0,1731.0
CTAS,77656137728.0,0.0239859089260736,0.15904,Industrials,1613.0,119.0,1732.0
FCN,5717041664.0,0.0439158794421952,0.06799,Industrials,1011.0,722.0,1733.0
UFPT,1947160704.0,0.0332573679941287,0.09235,Healthcare,1320.0,415.0,1735.0
STRT,342689984.0,0.070592583466798,0.04731,Consumer Cyclical,556.0,1181.0,1737.0
WING,7697741824.0,0.0216047214220473,0.19301,Consumer Cyclical,1671.0,66.5,1737.5
PEGA,9843982336.0,0.0264241592312971,0.13185,Technology,1546.0,192.0,1738.0
SCVL,525325664.0,0.1122994652406417,0.037720002,Consumer Cyclical,283.0,1456.0,1739.0
PLOW,843756992.0,0.0482261640798226,0.06179,Consumer Cyclical,900.0,839.0,1739.0
YMM,10553072640.0,0.0523255813953488,0.05834,Technology,838.0,903.5,1741.5
MANH,10471950336.0,0.0199648346662129,0.23552999,Technology,1705.0,37.0,1742.0
MNST,76627771392.0,0.0227096774193548,0.16877002,Consumer Defensive,1646.0,97.0,1743.0
BBY,14177634304.0,0.045109423849933,0.06519,Consumer Cyclical,979.0,765.0,1744.0
MNR,1859387904.0,0.087037037037037,0.04147,Energy,405.0,1340.0,1745.0
APPF,7944729088.0,0.0249988779677752,0.14285,Technology,1587.0,158.0,1745.0
CCS,2054434560.0,0.1021289266041387,0.03852,Real Estate,322.0,1425.0,1747.0
PBT,845017408.0,0.0185289163391353,1.80756,Energy,1744.0,3.0,1747.0
DGX,20123746304.0,0.0485896996688363,0.0612,Healthcare,894.0,856.0,1750.0
HOG,2564764928.0,0.2017291066282421,0.032560002,Consumer Cyclical,161.0,1590.0,1751.0
TPB,2116091008.0,0.0297489082969432,0.103269994,Consumer Defensive,1430.0,322.0,1752.0
LVS,41104842752.0,0.0370679579228585,0.08146,Consumer Cyclical,1221.0,532.0,1753.0
LMB,949561856.0,0.0366163141993957,0.08209,Industrials,1231.0,522.5,1753.5
TXN,171399626752.0,0.029036864653303,0.10697,Technology,1453.0,302.0,1755.0
THR,1351698176.0,0.0431992100715872,0.06786,Industrials,1034.0,724.5,1758.5
LRCX,270340112384.0,0.020508166969147,0.19507,Technology,1694.0,65.0,1759.0
MTN,5090974720.0,0.0492907801418439,0.05964,Consumer Cyclical,881.0,878.0,1759.0
SLGN,4544000512.0,0.0683085501858736,0.04764,Consumer Cyclical,590.0,1169.5,1759.5
NPK,841282816.0,0.0459157787924911,0.063829996,Industrials,962.0,798.0,1760.0
TMUS,213458223104.0,0.0525036707002177,0.05743,Communication Services,835.0,925.0,1760.0
WAT,23463571456.0,0.0276366592156065,0.11534,Healthcare,1507.0,254.0,1761.0
STRW,742244672.0,0.0455223880597014,0.06402,Real Estate,971.0,791.0,1762.0
GEHC,38702764032.0,0.0555811277330264,0.05455,Healthcare,778.0,985.0,1763.0
MMM,90238124032.0,0.0373347624151482,0.07971,Industrials,1210.0,553.0,1763.0
STRA,2002376192.0,0.0573028353585894,0.0529,Consumer Defensive,748.0,1017.0,1765.0
ET,59740930048.0,0.0728862973760933,0.04552,Energy,529.0,1238.5,1767.5
NOC,89560948736.0,0.0441269942159791,0.06529,Industrials,1004.0,764.0,1768.0
UNH,302486683648.0,0.0563860092214619,0.05361,Healthcare,766.0,1003.0,1769.0
CAAS,145422784.0,0.2347368198447776,0.03127,Consumer Cyclical,139.0,1630.0,1769.0
ITRI,4547160064.0,0.057163382594417,0.05272,Technology,749.0,1022.0,1771.0
ADEA,2054411264.0,0.0343733474352194,0.08467,Technology,1283.0,489.0,1772.0
UNIT,1826237440.0,0.9067688378033204,0.02868,Real Estate,72.0,1700.0,1772.0
WYHG,31809148.0,0.1493280238924838,0.03351,Consumer Defensive,206.0,1568.5,1774.5
CNM,11111080960.0,0.0403539823008849,0.07271,Industrials,1123.0,654.0,1777.0
ASML,493009666048.0,0.0221037596684436,0.16155,Technology,1662.0,117.0,1779.0
CDE,13460615168.0,0.0328551596483109,0.08843,Basic Materials,1333.0,449.0,1782.0
RYOJ,36787500.0,0.0377358490566037,0.07735,Industrials,1196.0,588.0,1784.0
DKL,2603425792.0,0.0652542372881355,0.048060004,Energy,629.0,1158.0,1787.0
ADUS,2026690816.0,0.0418274840678574,0.06868,Healthcare,1078.0,710.0,1788.0
BMRN,10604711936.0,0.0466123722058568,0.06146,Healthcare,939.0,850.0,1789.0
AZN,293034590208.0,0.0321478158709815,0.09064,Healthcare,1361.0,428.0,1789.0
GRFS,7293377536.0,0.0700218818380744,0.045819998,Healthcare,566.0,1226.0,1792.0
ESCA,192700288.0,0.0660919540229885,0.04736,Consumer Cyclical,615.0,1177.0,1792.0
CRI,1324515584.0,0.069042941341566,0.04622,Consumer Cyclical,578.0,1214.0,1792.0
ACU,164107872.0,0.0569767441860465,0.05208,Consumer Defensive,753.0,1040.0,1793.0
SENEB,752278336.0,0.0785974499089253,0.04216,Consumer Defensive,473.0,1320.5,1793.5
WWW,1540176896.0,0.0569451836083022,0.052160002,Consumer Cyclical,755.0,1039.0,1794.0
CSV,683183936.0,0.0702272727272727,0.04561,Consumer Cyclical,561.0,1234.0,1795.0
ACAD,4476550656.0,0.0582925911996991,0.05114,Healthcare,729.0,1067.0,1796.0
WSC,3945567232.0,0.0553775743707093,0.05311,Industrials,784.0,1013.0,1797.0
ACLS,3008155904.0,0.0442958629335562,0.06397,Technology,1003.0,794.0,1797.0
HLIT,1163759872.0,0.0417495029821073,0.06837,Technology,1079.0,719.0,1798.0
BOOT,5928707584.0,0.033763902049773,0.08376,Consumer Cyclical,1305.0,494.0,1799.0
GTN,478008384.0,0.0990783410138248,0.037469998,Communication Services,337.0,1463.0,1800.0
ACEL,955048768.0,0.0434404865334491,0.064770006,Consumer Cyclical,1026.0,774.0,1800.0
PVH,3152327168.0,0.1013168086754454,0.03698,Consumer Cyclical,326.0,1476.0,1802.0
OLED,5909025792.0,0.0368370911400444,0.07847,Technology,1226.0,577.5,1803.5
RGS,61888304.0,1.7957633892885692,0.02694,Consumer Cyclical,62.0,1742.0,1804.0
IDXX,57126551552.0,0.0174402560847728,0.24065,Healthcare,1772.0,33.0,1805.0
CPAY,23379716096.0,0.044537840534575,0.06309,Technology,995.0,810.0,1805.0
EGG,146187136.0,0.016822429906542,0.37155998,Industrials,1793.0,14.0,1807.0
IH,100636104.0,0.1428571428571428,0.03257,Consumer Defensive,218.0,1589.0,1807.0
CHD,21430257664.0,0.0365797369028386,0.07856,Consumer Defensive,1232.0,575.0,1807.0
MAPS,146034336.0,0.0801098649576562,0.040949997,Technology,459.0,1351.0,1810.0
NVGS,1241128064.0,0.0825991189427312,0.04022,Energy,440.0,1371.0,1811.0
SENEA,784087680.0,0.0766634094341298,0.04216,Consumer Defensive,493.0,1320.5,1813.5
FDX,73065963520.0,0.0579635804052321,0.05071,Industrials,734.0,1079.5,1813.5
DIN,576878400.0,0.0600858369098712,0.04914,Consumer Cyclical,700.0,1121.0,1821.0
MAR,87670013952.0,0.0293799288696458,0.09641,Consumer Cyclical,1445.0,376.0,1821.0
FICO,38962253824.0,0.0163181737376709,0.32619,Technology,1803.0,19.0,1822.0
BBSI,996498240.0,0.0536358947911294,0.05342,Industrials,817.0,1005.0,1822.0
LCII,3235884544.0,0.054563492063492,0.052610002,Consumer Cyclical,797.0,1025.5,1822.5
FIX,37861937152.0,0.0227417210888285,0.13645001,Industrials,1644.0,179.0,1823.0
WDC,73358237696.0,0.0334684642217403,0.0828,Technology,1313.0,510.5,1823.5
LLY,965654216704.0,0.0188344125809435,0.17603001,Healthcare,1735.0,91.0,1826.0
BDC,4708421632.0,0.0479685899624445,0.057540003,Technology,904.0,922.0,1826.0
ANET,163618914304.0,0.0212283260411602,0.14658,Technology,1678.0,149.0,1827.0
ITT,15852872704.0,0.0327859879584017,0.083809994,Industrials,1336.0,493.0,1829.0
ILMN,22592364544.0,0.0305736860185503,0.09146,Healthcare,1406.0,425.0,1831.0
NSC,64668229632.0,0.0454057423890832,0.061139997,Industrials,974.0,857.5,1831.5
NATL,2916257024.0,0.0436300174520069,0.06284,Technology,1021.0,812.0,1833.0
EWCZ,219436128.0,0.0638820638820638,0.047080003,Consumer Defensive,647.0,1187.0,1834.0
CTS,1383043712.0,0.042681612416469,0.064330004,Technology,1050.0,785.0,1835.0
HBM,8917306368.0,0.0514640638864241,0.05445,Basic Materials,851.0,987.0,1838.0
CI,72607473664.0,0.0818418955148177,0.0395,Healthcare,447.0,1391.0,1838.0
UMC,21802686464.0,0.0610169491525423,0.04822,Technology,682.0,1156.0,1838.0
NBIX,13187075072.0,0.0315845017337554,0.08658,Healthcare,1373.0,466.0,1839.0
GENC,200224208.0,0.0779883381924198,0.04068,Industrials,482.0,1358.0,1840.0
FELE,4433233920.0,0.0307338071879066,0.08959,Industrials,1403.0,438.5,1841.5
NCSM,98765560.0,0.1161191749427043,0.03353,Energy,275.0,1567.0,1842.0
RMR,279465728.0,0.0627283800243605,0.04705,Real Estate,656.0,1189.0,1845.0
ERO,3106918912.0,0.042861746696745,0.06357,Basic Materials,1043.0,803.0,1846.0
UTI,1443480064.0,0.0408532176428054,0.06646,Consumer Defensive,1101.0,746.5,1847.5
CMI,78327291904.0,0.0343128535344551,0.079050004,Industrials,1285.0,563.0,1848.0
FLNG,1454960896.0,0.0700808625336927,0.04393,Energy,564.0,1285.0,1849.0
TDC,2947454976.0,0.0381222432262129,0.07127,Technology,1180.0,671.0,1851.0
XOM,539471282176.0,0.0554704506974119,0.05108,Energy,783.0,1069.0,1852.0
INOD,1997681664.0,0.0163801492053194,0.20841,Technology,1802.0,53.0,1855.0
BCC,3131493888.0,0.0611137897782063,0.047480002,Basic Materials,680.0,1175.0,1855.0
RS,16389199872.0,0.0443140037412113,0.06137,Basic Materials,1002.0,853.0,1855.0
APH,182347563008.0,0.0206050582316863,0.14032,Technology,1690.0,166.0,1856.0
JLHL,87295936.0,0.03125,0.08611,Industrials,1384.0,472.0,1856.0
PH,118742630400.0,0.0302064718926948,0.08911,Industrials,1414.0,444.0,1858.0
LPX,6361233920.0,0.0338148391332895,0.07967,Industrials,1303.0,555.0,1858.0
CHRW,20487348224.0,0.0286310420771994,0.095790006,Industrials,1476.0,384.0,1860.0
VNOM,12275118080.0,0.0664479081214109,0.04504,Energy,610.0,1250.0,1860.0
CSGS,2267380480.0,0.0369857843753931,0.07424,Technology,1224.0,638.0,1862.0
NXPI,60278075392.0,0.0339025720639449,0.07891,Technology,1296.0,566.0,1862.0
NYT,11610609664.0,0.0289238621863037,0.093219995,Communication Services,1460.0,406.0,1866.0
VIV,19269507072.0,0.0563607085346215,0.04977,Communication Services,768.5,1100.0,1868.5
DOCN,4976257536.0,0.0451834447858304,0.058720004,Technology,977.0,893.0,1870.0
PKOH,331296768.0,0.0901296988349087,0.03627,Industrials,378.0,1492.5,1870.5
CAAP,4278578688.0,0.0406261647409616,0.065409996,Industrials,1110.0,761.0,1871.0
SXC,684944000.0,0.09375,0.0353,Basic Materials,362.0,1513.0,1875.0
LEN,30456457216.0,0.0660049627791563,0.04479,Consumer Cyclical,619.0,1257.0,1876.0
TEN,767651328.0,0.1271118262268704,0.031240001,Energy,245.0,1631.5,1876.5
LYTS,607863936.0,0.040983606557377,0.06455,Technology,1096.0,781.0,1877.0
ACM,12881708032.0,0.0481697506033789,0.05488,Industrials,901.0,977.5,1878.5
LWAY,343789344.0,0.0324561403508771,0.08167,Consumer Defensive,1351.0,528.0,1879.0
TKLF,13204584.0,0.3534250096388639,0.02538,Consumer Cyclical,99.0,1781.0,1880.0
SNT,101026048.0,0.0478359908883826,0.05538,Industrials,913.0,967.5,1880.5
EXPO,3683047936.0,0.0272996234534696,0.09789,Industrials,1522.0,360.0,1882.0
SLGB,48790004.0,0.0423728813559322,0.06262,Industrials,1061.0,823.0,1884.0
LPG,1229453824.0,0.0786954980503367,0.03879,Energy,471.0,1416.0,1887.0
A,41481781248.0,0.0308804648962767,0.08485,Healthcare,1399.0,488.0,1887.0
ERIC,31332892672.0,0.0849256900212314,0.03738,Technology,422.0,1467.0,1889.0
HAE,3797331200.0,0.0412445730824891,0.06361,Healthcare,1089.0,801.0,1890.0
SHW,88760164352.0,0.0286609065235019,0.09191,Basic Materials,1473.0,419.5,1892.5
BTE,2570312192.0,0.0589970501474926,0.047459997,Energy,719.0,1176.0,1895.0
EGAN,302972928.0,0.1063268892794376,0.03254,Technology,304.0,1591.5,1895.5
RMBS,10278435840.0,0.022604951560818,0.116280004,Technology,1647.0,249.0,1896.0
DOV,28034115584.0,0.0377998427054659,0.069,Industrials,1194.0,704.0,1898.0
OTEX,8444824576.0,0.056896038129282,0.04868,Technology,759.0,1139.5,1898.5
REVG,3326138880.0,0.0276841951076607,0.09438,Industrials,1504.0,395.0,1899.0
APP,226164047872.0,0.0128900022773855,0.36786997,Communication Services,1885.0,15.0,1900.0
CRS,15959010304.0,0.025400365517455,0.10299,Industrials,1575.0,325.0,1900.0
HURN,3174948608.0,0.0325274245483818,0.0795,Industrials,1348.0,556.0,1904.0
CBL,1159375360.0,0.1060164325470448,0.03235,Real Estate,308.0,1597.0,1905.0
SAP,288314884096.0,0.0282912714997588,0.09062,Technology,1481.0,429.0,1910.0
PZZA,1230258944.0,0.0299055613850996,0.08493,Consumer Cyclical,1425.0,486.0,1911.0
MOS,8319260160.0,0.1500777604976672,0.02856,Basic Materials,205.0,1706.0,1911.0
ROL,29658120192.0,0.0175381085068021,0.14887,Consumer Cyclical,1770.0,143.0,1913.0
JBI,959741696.0,0.0476858345021037,0.053990003,Industrials,917.0,996.0,1913.0
BON,17493516.0,12.794117647058824,0.021300001,Basic Materials,44.0,1872.0,1916.0
ADP,104136359936.0,0.0385464231354642,0.06624,Technology,1164.0,753.5,1917.5
MGRT,82500000.0,0.0144927536231884,0.18849,Technology,1844.0,74.0,1918.0
CAT,298200891392.0,0.0309319275290979,0.08201,Industrials,1394.0,525.0,1919.0
WST,19556376576.0,0.0246967864863874,0.10222,Healthcare,1593.0,327.0,1920.0
ASGN,2137440000.0,0.0580708661417322,0.047059998,Technology,732.0,1188.0,1920.0
NWPX,649609792.0,0.0539663815983485,0.04948,Basic Materials,810.0,1111.0,1921.0
